h1-a,1.281807
h1-b,1.875101
na1-a,0.8183256
na1-b,0.8194824
k1-a,0.76648991
k1-b,0.76989645
k1-c,1.176962
k1-d,1.177283
ca1-a,1.93092
ca1-b,1.945299
ca1-c,1.950572
ca1-d,1.977679
ca1-e,1.986222
ca1-f,2.262493
ca1-g,2.265123
